Configuration,IsEqual,Precision,Recall,F-measure
00003,0,1.0,0.8208954930305481,0.9016393423080444
00005,0,1.0,0.8333333134651184,0.9090909361839294
00006,0,1.0,0.9032257795333862,0.9491525292396545
00007,0,1.0,0.8563535809516907,0.9226190447807312
00008,0,1.0,0.8558952212333679,0.9223529100418091
00009,0,1.0,0.9902200698852539,0.9950860142707825
00010,0,1.0,0.8354430198669434,0.9103448390960693
00011,0,1.0,0.8399999737739563,0.9130434989929199
00014,0,1.0,0.9300000071525574,0.9637305736541748
00015,0,1.0,0.6307692527770996,0.7735849022865295
00017,0,1.0,0.6127451062202454,0.7598784565925598
00018,0,1.0,0.3313252925872803,0.4977375566959381
00019,0,1.0,0.9418604373931885,0.970059871673584
00021,0,1.0,0.3598130941390991,0.5292096138000488
00022,0,1.0,0.3966861665248871,0.568039059638977
00023,0,1.0,0.9530386924743652,0.9759547710418701
00024,0,1.0,0.3866213262081146,0.5576451420783997
