Configuration,IsEqual,Precision,Recall,F-measure
00003,1,1.0,1.0,1.0
00005,0,0.8829787373542786,0.8645833134651184,0.8736841678619385
00006,0,0.9187816977500916,0.9731183052062988,0.9451696276664734
00007,0,1.0,0.9447513818740845,0.9715909361839294
00008,0,1.0,0.8602620363235474,0.9248826503753662
00009,0,0.9328703880310059,0.9853300452232361,0.9583828449249268
00010,0,0.8974359035491943,0.8860759735107422,0.8917197585105896
00011,0,0.9265092015266418,0.8824999928474426,0.9039692878723145
00014,1,1.0,1.0,1.0
00015,0,1.0,0.6576923131942749,0.79350346326828
00017,0,1.0,0.6127451062202454,0.7598784565925598
00018,0,1.0,0.3313252925872803,0.4977375566959381
00019,0,0.8764045238494873,0.9069767594337463,0.8914286494255066
00021,0,0.9375,0.3504672944545746,0.5102040767669678
00022,0,0.9317829608917236,0.3905133306980133,0.5503663420677185
00023,0,0.8337408304214478,0.9419889450073242,0.8845654726028442
00024,0,0.9298245906829834,0.38057446479797363,0.5400912165641785
